File Name,Name,Organization,Location,Skill Score,Collaboration Score,Adaptability Score,Overall Score,Category
54232810.pdf.txt,Retail Sales Consultant Company Name,American Heart Association,Pre Nursing,3,2,0,5,AVIATION
58048626.pdf.txt,Agenda,Versatile,Producing,0,2,0,2,AVIATION
61315605.pdf.txt,R,AdministratorDesktop Support Engineer,Active Directory,2,0,0,2,AVIATION
65219288.pdf.txt,Oversaw,Professional Summary Airport Operations Safety,Company Name City,1,0,0,1,AVIATION
67631413.pdf.txt,Administrative Employee,the Federal Aviation Administration,Not Found,1,2,0,3,AVIATION
68216398.pdf.txt,Tow Tractor,Cryogenic Air Separation Unit Plant,Name City,2,2,0,4,AVIATION
69458502.pdf.txt,John McIntosh,Organizational Design Prepared,PTA,2,2,0,4,AVIATION
70198580.pdf.txt,Oversaw,Supply Chain and Operations,United States,2,2,0,4,AVIATION
77626587.pdf.txt,Not Found,Highlights Professional Summary Core Qualifications Negotiation Deescalation,Logistics,2,2,0,4,AVIATION
81588968.pdf.txt,Identify,the US NAVY,US,2,2,0,4,AVIATION
82738323.pdf.txt,Airframe,Skills Licensed FAA,Memberships,3,0,0,3,AVIATION
87826037.pdf.txt,Reynold,Aerospace Engineer,San Jose,3,2,0,5,AVIATION
90318913.pdf.txt,Somewhat,Mechanical Engineer,Aleutian,0,0,0,0,AVIATION
91431878.pdf.txt,Michaels Reno Powersports,Aviation Maintenance Technician,Washington DC,4,2,0,6,AVIATION
92283635.pdf.txt,journeyman electrician,TWPC,DC,3,2,0,5,AVIATION
94137171.pdf.txt,Sourcing,Lean Manufacturing Practices Site Safety Operational,Name City,1,2,0,3,AVIATION
96457008.pdf.txt,Not Found,LCD CDU,CHICAGO,0,2,0,2,AVIATION
98389424.pdf.txt,Detail,Budget,Cisco,1,0,0,1,AVIATION
99416532.pdf.txt,Fort Carson,SGTE,Republic of Korea,1,2,2,5,AVIATION
10329506.pdf.txt,Visio,Power Point Access Adobe PageMaker,Name City,2,2,0,4,BANKING
10909673.pdf.txt,Identify Consumer,Project Management,Name City,3,2,0,5,BANKING
11065180.pdf.txt,Gregorio Luna,Highlights KYC,KYC,2,2,0,4,BANKING
11262933.pdf.txt,Workflow,Customer,Education City,1,2,0,3,BANKING
11266906.pdf.txt,Serve,Wells Fargo Advisors City,VA,3,2,0,5,BANKING
11637468.pdf.txt,Liaison,Community Bank,Name City,3,2,0,5,BANKING
11672279.pdf.txt,Dodd Frank,Highlights MS Office Suite,Bloomberg,3,2,0,5,BANKING
11773925.pdf.txt,Powerpoint,Marketing Sales,South Delhi,1,2,0,3,BANKING
11842348.pdf.txt,Phonebank,SVP,RI,2,2,0,4,BANKING
12021752.pdf.txt,Strategically,Current Company Name,Mexico,3,2,0,5,BANKING
13173522.pdf.txt,Windows Vista,Professional Summary Talented,XP,1,2,0,3,BANKING
13393401.pdf.txt,Oversaw,Cross Functional,Strong,2,2,0,4,BANKING
13982572.pdf.txt,Holly Hill Roberts High School,Strayer University,Name City,2,2,0,4,BANKING
14391434.pdf.txt,Motivate,State,Prepare,1,2,0,3,BANKING
14626780.pdf.txt,Clinical Trails,Skills Accounting,New York,4,2,0,6,BANKING
15553584.pdf.txt,Microsoft Word,Skills Managerial Accounting Legal Environment of Business Financial Management,Vietnam,2,0,0,2,BANKING
15856762.pdf.txt,Based Lending,Business Banking AUB,Name City,3,2,0,5,BANKING
16300459.pdf.txt,Mac,Finance,Name City,4,0,2,6,BANKING
16407619.pdf.txt,Maintained,Professional Summary Office,Processed,0,2,0,2,BANKING
17131084.pdf.txt,Strategize,Highlights Microsoft Excel,Bloomberg,3,0,0,3,BANKING
17189156.pdf.txt,Knowledge,Ability,United States,3,2,0,5,BANKING
17213671.pdf.txt,Perform,MAC,Strong,1,0,0,1,BANKING
17276884.pdf.txt,Calm,Highlights Change,Imaging,1,2,0,3,BANKING
17396388.pdf.txt,Oversaw,Professional Summary,Santa Monica,2,2,0,4,BANKING
17818707.pdf.txt,Financial Manager,Operations,Databases,0,2,0,2,BANKING
17823436.pdf.txt,C,Highlights C,India,1,2,0,3,BANKING
18172739.pdf.txt,Problem Resolution,Current Company Name,Not Found,2,2,0,4,BANKING
18208580.pdf.txt,Calm,CNet,Hummingbird,4,2,0,6,BANKING
18278509.pdf.txt,Substantial,Professional Summary,China,3,2,0,5,BANKING
18369400.pdf.txt,Matt,NIV,Not Found,1,2,0,3,BANKING
18457785.pdf.txt,Jun,Management and Teamwork Data Backup,CL,1,2,0,3,BANKING
18645964.pdf.txt,Customer Support,Support Specialist,Supervisor,1,2,0,3,BANKING
18805506.pdf.txt,Skill Highlights,Global Financial Markets Sales Trading,India,3,2,0,5,BANKING
18824120.pdf.txt,Quickbooks,Skills Financial Planning Analysis,India,4,2,0,6,BANKING
19149865.pdf.txt,Hogan,Microsoft Excel,Las Vegas,2,2,0,4,BANKING
19176318.pdf.txt,Cap,Professional Summary Skills Work History,Prepare,4,2,0,6,BANKING
19374660.pdf.txt,Purchase Orders,Professional Summary Program,Not Found,2,0,0,2,BANKING
19437318.pdf.txt,Not Found,Bank Teller,within,1,2,0,3,BANKING
19911786.pdf.txt,Training,Project Management,ProEquities,1,0,0,1,BANKING
19920687.pdf.txt,Oversaw,Comerica,US,3,2,0,5,BANKING
20850529.pdf.txt,Kristy Bishop,Sales Marketing Training,Florida,2,2,0,4,BANKING
20992320.pdf.txt,pro forma,State Utilized,Tampa,3,2,0,5,BANKING
21297521.pdf.txt,Fixed Bid,Technical Leads and Software,US,2,2,2,6,BANKING
21645690.pdf.txt,Conduct,Current Company Name City,MS,3,2,0,5,BANKING
21756639.pdf.txt,Workout,Highlights Brand,Michigan,2,2,0,4,BANKING
21796843.pdf.txt,Developed,Affirmative Action,History Recipient,1,2,0,3,BANKING
21856577.pdf.txt,LEADERSHIP Motivate,Sales Associates,Supervisor,2,2,0,4,BANKING
22615491.pdf.txt,Not Found,Central Connecticut State University,Economics,2,0,0,2,BANKING
23323001.pdf.txt,SAP Guri,Time Management,SF,3,2,0,5,BANKING
24580361.pdf.txt,Minitab,Microsoft Office,Name City,3,0,0,3,BANKING
25080805.pdf.txt,Lasso,SAS,The United States,0,2,0,2,BANKING
25162378.pdf.txt,Flash,Career Focus Innovative,Name City,2,2,0,4,BANKING
25200253.pdf.txt,Returned Cash Items,Current Company Name City,Atlanta,2,2,0,4,BANKING
25624652.pdf.txt,Developed,Campusvue,VA,3,2,0,5,BANKING
25780596.pdf.txt,Not Found,OPERATIONS,Florida,4,2,0,6,BANKING
26579709.pdf.txt,QC,Customer Escalation Management Executive Office Complaint Handling Resolution Project Management Facilities Management,Supervisor,2,2,0,4,BANKING
26673507.pdf.txt,Maintained,Wells Fargo,Company Name City,2,2,0,4,BANKING
26987539.pdf.txt,Facilitating Training,Project Management,Haiti,2,2,2,6,BANKING
27120528.pdf.txt,andor assist,Current Company Name City,QC,3,2,0,5,BANKING
27606527.pdf.txt,Mac,Software Quality Assurance,Not Found,1,2,0,3,BANKING
27884470.pdf.txt,Strong Written,VENDOR SERVICES,Not Found,1,2,0,3,BANKING
28051330.pdf.txt,Quickbook Retail IQ,ISC,HS City,1,2,0,3,BANKING
28419927.pdf.txt,Karla Lee Summary,Wealth Management and Deposit Financial Services,Client,4,2,0,6,BANKING
28895997.pdf.txt,Excel Detail,Skills Notary Medallion Microsoft Word,Understand,1,2,0,3,BANKING
28989677.pdf.txt,Skill Highlights,KYCAMLCFTOFACGlobal sanctionsFATCA,US,3,2,0,5,BANKING
29093426.pdf.txt,Remote Underwriter,Sole Proprietors,Not Found,3,2,0,5,BANKING
29406313.pdf.txt,Skill Highlights,Current Company Name,Massachusetts,3,2,0,5,BANKING
29552167.pdf.txt,Loans,Financial Center Managers,Routes,4,2,0,6,BANKING
29839396.pdf.txt,Java,Communicated,DENVER,3,2,0,5,BANKING
30127072.pdf.txt,Not Found,RELATIONSHIP,New York,3,2,0,5,BANKING
30713796.pdf.txt,Glen Burnie,Harford Co,Maintained,1,0,0,1,BANKING
31025785.pdf.txt,Massey Knakal,Areas of Expertise,Tamil,2,0,0,2,BANKING
31710562.pdf.txt,Setup ACH,Kimco Facility Services,Colorado,3,2,0,5,BANKING
32980197.pdf.txt,Liaison,OPERATIONS,New Jersey,1,2,0,3,BANKING
33135102.pdf.txt,Sunguard,Datatel Colleague,Grants,2,2,0,4,BANKING
33286293.pdf.txt,Philanthropy Chair,Skills Microsoft Office,US,2,2,0,4,BANKING
33370664.pdf.txt,Skill Highlights Case Management Family,Professional Summary Detail,Name City,2,2,0,4,BANKING
33872500.pdf.txt,Laundry,Highlights Financial,Not Found,2,2,0,4,BANKING
34185495.pdf.txt,Stuart B Ludlum Award,GPA,Bloomberg,4,2,0,6,BANKING
34758680.pdf.txt,Macros,FPA,Macros,3,2,0,5,BANKING
34783330.pdf.txt,Detail,Investment Banker,MS,3,0,0,3,BANKING
34953092.pdf.txt,Not Found,Financial Data,US,2,2,0,4,BANKING
3547447.pdf.txt,Powerpoint,Quality Assurance,Underwriting,2,2,2,6,BANKING
35483925.pdf.txt,Jira,Healthcare,Worked,1,2,0,3,BANKING
35492909.pdf.txt,Tax Accountant,CCH ATX,MA,1,2,0,3,BANKING
35564026.pdf.txt,Skill Highlights Professional,Career Overview Committed,Not Found,2,0,0,2,BANKING
36302399.pdf.txt,Statewide,Comerica Bank,Michigan,2,2,0,4,BANKING
36905896.pdf.txt,Lead Cashier,Current Company Name City,Company Name City,2,2,0,4,BANKING
38897568.pdf.txt,Knowledge,DOC,Workbench,1,2,0,3,BANKING
39142536.pdf.txt,Suite,Microsoft Office,Apc,3,2,0,5,BANKING
39247950.pdf.txt,PM Smart,PLSQL,WinSCP,1,2,0,3,BANKING
39569771.pdf.txt,Strong,Client Services,Vietnam,3,2,0,5,BANKING
41651672.pdf.txt,Not Found,OpenTable,Chicago,2,2,0,4,BANKING
43375498.pdf.txt,Supervisor,the Board of Directors,Supervisor,1,2,0,3,BANKING
45167858.pdf.txt,Types,Customer,United States,1,2,0,3,BANKING
54421668.pdf.txt,,Team Player,Mobile,3,2,0,5,BANKING
60182829.pdf.txt,Initiated,BUDGET GROUP,Name City,2,2,0,4,BANKING
60489316.pdf.txt,Fast Learner,ADVISORY,Malaysia,2,2,0,4,BANKING
64589506.pdf.txt,Career Focus Results,LNG,Equatorial Guinea,3,0,0,3,BANKING
65864767.pdf.txt,Career Focus,IAA Credit Union,VA,2,2,0,4,BANKING
68781345.pdf.txt,Visio,Microsoft Office,Name City,1,2,0,3,BANKING
69243180.pdf.txt,Not Found,Mortgage Executive,Las Vegas,4,2,0,6,BANKING
70667011.pdf.txt,Hogan,Highlights MS Office,Conducted,2,2,0,4,BANKING
71422121.pdf.txt,Agile Scrum,Manual Software Quality Assurance,Finance,2,2,0,4,BANKING
72876163.pdf.txt,Developed SMART,Professional Summary,New York,1,2,0,3,BANKING
73157997.pdf.txt,Fluent,Highlights Retail Management,ST,1,2,0,3,BANKING
74552449.pdf.txt,Carlos III de Madrid,MS Excel,Name City,2,2,0,4,BANKING
77156708.pdf.txt,Keynote,Professional Summary,Economics,2,2,2,6,BANKING
79041971.pdf.txt,Calm,Team,Multi,1,2,0,3,BANKING
87867370.pdf.txt,Prince Georges,Professional Highlights Business,Montgomery County,3,2,0,5,BANKING
89049979.pdf.txt,Advanced Monitoring Regulatory Compliance Protection,Investment Banking,New Jersey,2,2,0,4,BANKING
96493528.pdf.txt,Bottom Line,Current Company Name,Illinois,2,2,0,4,BANKING
98348532.pdf.txt,Autosys Job Scheduler,Fast Load,Teradata,1,2,0,3,BANKING
98965485.pdf.txt,Adobe Acrobat,Santa Fe,New Mexico,2,2,0,4,BANKING
99124477.pdf.txt,Mainframe,Analysis Design,VSAM,2,2,0,4,BANKING
11183737.pdf.txt,Schedule,MANAGER ADMINISTRATION FACILITIES Executive Summary,Telecom,1,2,0,3,BPO
13964744.pdf.txt,Liaise,Professional Summary,India,1,2,0,3,BPO
15145575.pdf.txt,Cisco Router,Hardware Network Servers Technical Support,AD Server,0,0,0,0,BPO
15573418.pdf.txt,MERCK,Customer Relationship Management BPO,Verizon,3,2,0,5,BPO
16492045.pdf.txt,,BPO Team,HCFA,1,2,0,3,BPO
18589927.pdf.txt,Navigate,Summary Professional in Economics,Not Found,1,2,0,3,BPO
19362586.pdf.txt,Maintained,Home Loans,Name City,0,2,0,2,BPO
23933031.pdf.txt,Bluestem,Workforce Relationship,Pennsylvania,1,2,0,3,BPO
24727739.pdf.txt,Key Strengths,Career Overview Coaching Development Technical Support Ability,Company Name City,2,2,0,4,BPO
26829350.pdf.txt,Supplier Statements,Analytic,Oracle,0,2,0,2,BPO
27710853.pdf.txt,Skill Highlights Client Relationship Management,BPO,Nordic,1,2,0,3,BPO
30709029.pdf.txt,Company Name,Professional Summary,Not Found,0,0,0,0,BPO
31064969.pdf.txt,Developed FPOs,Professional Experience Division Operations Risk,VP,1,2,0,3,BPO
38707449.pdf.txt,Campus Recruiter,Project Management Social Media Recruiting Behavioral Interviews EEO,NC,1,2,0,3,BPO
41152404.pdf.txt,Performance Testing,Agile Software Development,Software,0,2,0,2,BPO
45077654.pdf.txt,Passport,Professional Summary Experienced Customer Service,anesthesia,2,2,0,4,BPO
57706851.pdf.txt,ST Cloud,Encore Capital Group,Cisco,2,2,0,4,BPO
63158213.pdf.txt,Detail,NETWORK,IRDP,0,2,0,2,BPO
69097572.pdf.txt,exemplary customer,Multimedia Illustration,SAP,1,2,2,5,BPO
79261033.pdf.txt,Calm,OPERATIONS,Name City,2,2,0,4,BPO
89512321.pdf.txt,Skill Highlights,HRMS,MS,1,2,0,3,BPO
95625660.pdf.txt,NAVISION,Microsoft Dynamics,Client,0,2,0,2,BPO
10228751.pdf.txt,Problem,Professional Summary Innovative,United States,1,2,0,3,BUSINESS-DEVELOPMENT
10235211.pdf.txt,Keys,the United States Army,the United States Marine Corp,1,2,0,3,BUSINESS-DEVELOPMENT
10289113.pdf.txt,Titles,Current Company Name City,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
10501991.pdf.txt,Generate,Accomplishments Achievement,Not Found,1,2,0,3,BUSINESS-DEVELOPMENT
10541358.pdf.txt,Inventory Training,Skills Problem Solving Time Management POS,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
10704573.pdf.txt,Skill Highlights Strategic,Account,Name City,2,2,0,4,BUSINESS-DEVELOPMENT
11088337.pdf.txt,Portfolio Managers,State Business Development,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
11289482.pdf.txt,Skill Highlights,FTE,Relationship,2,2,0,4,BUSINESS-DEVELOPMENT
11551946.pdf.txt,TOM P PATNAIK,Summary Business development professional,US,2,2,2,6,BUSINESS-DEVELOPMENT
12059198.pdf.txt,Clinical Liaison,Highlights Communication Problem,west valley,1,2,0,3,BUSINESS-DEVELOPMENT
12230301.pdf.txt,Building,BUSINESS DEVELOPMENT SPECIALISTAE Professional Summary,Strong,1,2,0,3,BUSINESS-DEVELOPMENT
12377803.pdf.txt,Accountant Performed,Highlights BUSINESS DEVELOPMENT SKILLS Identify,Maximizing,1,2,0,3,BUSINESS-DEVELOPMENT
12546838.pdf.txt,Team Building Time,Skills Determined,India,2,2,0,4,BUSINESS-DEVELOPMENT
12814706.pdf.txt,Behr Ultra,Summary Business Development,Name City,2,2,0,4,BUSINESS-DEVELOPMENT
13080868.pdf.txt,Oversaw,Business Development Company Name,Versatile,1,2,0,3,BUSINESS-DEVELOPMENT
13199813.pdf.txt,Austin,Visio Financial Services,Austin,2,2,0,4,BUSINESS-DEVELOPMENT
13574264.pdf.txt,Award,Current Company Name,Central New York,2,2,0,4,BUSINESS-DEVELOPMENT
13888506.pdf.txt,Leadership Training,the Prince Georges Chamber of Commerce,Name City,2,0,0,2,BUSINESS-DEVELOPMENT
14055971.pdf.txt,Maintained,Professional Summary,West Texas,2,2,0,4,BUSINESS-DEVELOPMENT
14070138.pdf.txt,Developed,CT of Wolters Kluwer,Strong,2,2,0,4,BUSINESS-DEVELOPMENT
14241621.pdf.txt,Maintained,BUSINESS DEVELOPMENT CENTER,Company Name City,2,2,0,4,BUSINESS-DEVELOPMENT
14287992.pdf.txt,Maintained,QuickBooks,Oversaw,0,2,0,2,BUSINESS-DEVELOPMENT
14726000.pdf.txt,Teller,Highlights Microsoft Office Applications WORD,Toledo,1,0,0,1,BUSINESS-DEVELOPMENT
14752209.pdf.txt,Skill Highlights,BUSINESS DEVELOPMENT Executive Profile,Canada,1,2,0,3,BUSINESS-DEVELOPMENT
14825300.pdf.txt,Skill Highlights,ESI International Government Sales Contributor of,Client,2,2,0,4,BUSINESS-DEVELOPMENT
14861855.pdf.txt,Strategic Leadership,Business Operations,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
14871762.pdf.txt,Delivery Lead,Business Intelligence,France,1,2,0,3,BUSINESS-DEVELOPMENT
14990354.pdf.txt,Skill Highlights,CLevel,Florida,2,2,0,4,BUSINESS-DEVELOPMENT
15233524.pdf.txt,Developed,Power Point and Access,Philadelphia,2,2,0,4,BUSINESS-DEVELOPMENT
15423153.pdf.txt,Halo,BUSINESS DEVELOPMENT REP,Jaxxy,2,2,0,4,BUSINESS-DEVELOPMENT
15811992.pdf.txt,Kaizen,Thomson Reuters,Michigan,2,2,0,4,BUSINESS-DEVELOPMENT
16091352.pdf.txt,Grew,Skills Prospecting,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
16519708.pdf.txt,Greenie Tots,Business Development,Fort Lauderdale,3,2,0,5,BUSINESS-DEVELOPMENT
16694152.pdf.txt,Identify,QUALIFICATION HIGHLIGHTS AccountTerritory Management Contract Negotiations Client DevelopmentFocus Sales Analysis Strategic,Worked,1,2,0,3,BUSINESS-DEVELOPMENT
16846478.pdf.txt,Reed Elsevier,Professional Summary Highly,Cincinnati,2,2,0,4,BUSINESS-DEVELOPMENT
17095812.pdf.txt,Customer Focused,Career Overview Career Overview Dedicated Customer Service,Focused,1,2,0,3,BUSINESS-DEVELOPMENT
17115815.pdf.txt,SAP Q Q,Sales and Business Development,Name City,2,2,0,4,BUSINESS-DEVELOPMENT
17421910.pdf.txt,Skill Highlights,Professional Summary Business developmentMarketing,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
17597372.pdf.txt,Maintained,Council,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
17602815.pdf.txt,Developed,USPAP Proficient,California,1,0,0,1,BUSINESS-DEVELOPMENT
17730889.pdf.txt,Detail,BUSINESS DEVELOPMENT ADMINISTRATOR Professional Profile Organized,Journalism coursework,1,2,0,3,BUSINESS-DEVELOPMENT
18236085.pdf.txt,Salesperson,DME,Homecare,1,2,0,3,BUSINESS-DEVELOPMENT
18293620.pdf.txt,,Professional Summary Highly,Not Found,1,2,0,3,BUSINESS-DEVELOPMENT
18311419.pdf.txt,Recruited,healthcare clinics,Not Found,3,2,0,5,BUSINESS-DEVELOPMENT
18757174.pdf.txt,Career Focus,Microsoft Office,The United States Armed Services,1,2,0,3,BUSINESS-DEVELOPMENT
18937778.pdf.txt,Scott Kachelek,Highlights Cross,Maintained,2,2,0,4,BUSINESS-DEVELOPMENT
19557384.pdf.txt,Adobe Photoshop,Skills Strong,Not Found,3,2,2,7,BUSINESS-DEVELOPMENT
19738730.pdf.txt,Not Found,State Collaborated,Kumasi Polytechnic City,1,2,0,3,BUSINESS-DEVELOPMENT
20317319.pdf.txt,Network,Current Company Name,Ballet,1,2,0,3,BUSINESS-DEVELOPMENT
20357858.pdf.txt,Key BJS Sales Generated,BUSINESS DEVELOPMENT,Name City,2,2,0,4,BUSINESS-DEVELOPMENT
20427934.pdf.txt,Java,PowerPoint,Flamingo Park,1,2,0,3,BUSINESS-DEVELOPMENT
20553895.pdf.txt,Quick Learner,Dedicated Business Development Representative,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
20633855.pdf.txt,Career Focus Position,Key Skills,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
20748929.pdf.txt,Media Kits,Microsoft Office,Wazagua,2,2,0,4,BUSINESS-DEVELOPMENT
22025574.pdf.txt,Understands,LTAC Marketing,annual galas,1,2,0,3,BUSINESS-DEVELOPMENT
22423839.pdf.txt,Grew Latin Market,Highlights Business Development Inventory Management Sales Analysis Forecasting Marketing Product Strategy Bilingual English,Not Found,2,2,0,4,BUSINESS-DEVELOPMENT
22765255.pdf.txt,Granted,Highlights Business Development Cross Functional,Name City,3,2,0,5,BUSINESS-DEVELOPMENT
23396633.pdf.txt,Advise,Business Development,America,3,2,0,5,BUSINESS-DEVELOPMENT
23568641.pdf.txt,Generate,Financial Analysis Detail,Relationship,1,2,0,3,BUSINESS-DEVELOPMENT
24412546.pdf.txt,Skill Highlights,Current Company Name City,Martin County,1,0,0,1,BUSINESS-DEVELOPMENT
24647386.pdf.txt,APTA,Skills Business Development Client Relationship Builder,the City of Los Angeles,1,2,0,3,BUSINESS-DEVELOPMENT
24964303.pdf.txt,User Interface,Business Development,Nashville,3,2,0,5,BUSINESS-DEVELOPMENT
25370801.pdf.txt,Established,Current Business Development Consultant Company Name,Wisconsin,1,0,0,1,BUSINESS-DEVELOPMENT
25397102.pdf.txt,Fast Learner,Business Development and Data Analytic Ambitious,Name City,0,2,0,2,BUSINESS-DEVELOPMENT
25813953.pdf.txt,Costumer,Professional Summary,United States,2,2,0,4,BUSINESS-DEVELOPMENT
26278597.pdf.txt,John Players,ShopperTallyVoyager,Vijayawada,2,2,0,4,BUSINESS-DEVELOPMENT
26581830.pdf.txt,Skill Highlights Problem,Microsoft Office,Background,1,2,0,3,BUSINESS-DEVELOPMENT
26896699.pdf.txt,Skill Highlights,Microsoft Office,Louisville,1,2,0,3,BUSINESS-DEVELOPMENT
27004930.pdf.txt,Assisted,Professional Summary Experienced,Indianapolis,1,2,0,3,BUSINESS-DEVELOPMENT
27139412.pdf.txt,Ceridian,Skills Brand,Training,2,2,0,4,BUSINESS-DEVELOPMENT
27213082.pdf.txt,Nozzle,Professional Summary Highly,USA,2,2,0,4,BUSINESS-DEVELOPMENT
27219200.pdf.txt,Computing,Aerospace Defense,Telecom,2,2,0,4,BUSINESS-DEVELOPMENT
27375577.pdf.txt,EIP Pharma,Bentley University,China,2,2,0,4,BUSINESS-DEVELOPMENT
27796199.pdf.txt,Goal,Facilitate,Maintained,1,2,0,3,BUSINESS-DEVELOPMENT
27850777.pdf.txt,Fluent,Summary Business Development Manager Talent Acquisition Specialist,Develope,2,0,0,2,BUSINESS-DEVELOPMENT
27937592.pdf.txt,Stakeholder,BUSINESS LEADER SALES,Not Found,2,2,0,4,BUSINESS-DEVELOPMENT
28337049.pdf.txt,Liaison,in Training Coordination System Administration,Puerto Rico,1,2,0,3,BUSINESS-DEVELOPMENT
28916894.pdf.txt,Quicken,Microsoft,Tradeware,2,2,0,4,BUSINESS-DEVELOPMENT
29014805.pdf.txt,GSE,Stakeholder,Name City,2,2,0,4,BUSINESS-DEVELOPMENT
29208172.pdf.txt,Skill Highlights Business,Project,Epic,1,2,0,3,BUSINESS-DEVELOPMENT
29825044.pdf.txt,Adobe Acrobat CRM,PRIVACY DATA SYSTEMS,Not Found,2,2,0,4,BUSINESS-DEVELOPMENT
29908929.pdf.txt,Liaison,BUSINESS DEVELOPMENT MARKETING Summary Business Administrative,USA,0,0,0,0,BUSINESS-DEVELOPMENT
30938994.pdf.txt,Stephen F Austin State,BUSINESS DEVELOPMENT Summary,Nielsen,1,2,0,3,BUSINESS-DEVELOPMENT
31273310.pdf.txt,Detail,MS Office,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
31638814.pdf.txt,Customer Retention Negotiation,Core Qualifications Excellent Customer Service Skills Excellent,Mexico,1,0,0,1,BUSINESS-DEVELOPMENT
31813535.pdf.txt,Guest,Top Secret Secret Clearances Windows,USA,2,2,0,4,BUSINESS-DEVELOPMENT
32042584.pdf.txt,Detail Page,Statistical Analysis Software,Virginia,1,0,0,1,BUSINESS-DEVELOPMENT
32385553.pdf.txt,Confer,State Direct,Not Found,1,0,0,1,BUSINESS-DEVELOPMENT
32531824.pdf.txt,Developed,Current Company Name City,Tableau,1,2,0,3,BUSINESS-DEVELOPMENT
33424600.pdf.txt,Mortgagebot,BUSINESS DEVELOPMENT SPECIALISTBRANCH,US,1,2,0,3,BUSINESS-DEVELOPMENT
34046031.pdf.txt,Career Focus,Human Resources,Networking,1,2,0,3,BUSINESS-DEVELOPMENT
34797369.pdf.txt,Twitter,Digital Marketing and Advertising,LinkedIn,1,2,0,3,BUSINESS-DEVELOPMENT
35673335.pdf.txt,Grew,Business Development Executive Entrepreneurial,Canada,3,0,0,3,BUSINESS-DEVELOPMENT
36170003.pdf.txt,Recruiter,Account,,1,2,0,3,BUSINESS-DEVELOPMENT
36574147.pdf.txt,Serve,BUSINESS DEVELOPMENT SPECIALIST Summary Dynamic,South Texas,2,2,0,4,BUSINESS-DEVELOPMENT
36805025.pdf.txt,Skill Highlights,Elevate Technology Solutions Federal Practice,US,1,2,0,3,BUSINESS-DEVELOPMENT
37391947.pdf.txt,Counselor Aug,Business Development Specialist,Ohio,1,0,0,1,BUSINESS-DEVELOPMENT
37521676.pdf.txt,Skyworks,Professional Summary,,1,2,0,3,BUSINESS-DEVELOPMENT
38007664.pdf.txt,Core Qualifications,BUSINESS DEVELOPMENT Professional Summary Resultsdriven,DoD,1,2,0,3,BUSINESS-DEVELOPMENT
38688388.pdf.txt,Vendor Sourcing,SALES BUSINESS DEVELOPMENT LEADER Sales Business Development,Name City,1,2,0,3,BUSINESS-DEVELOPMENT
39237915.pdf.txt,Client Retention Present,Professional Profile Highly,Lubbock City,0,2,0,2,BUSINESS-DEVELOPMENT
39875803.pdf.txt,W,Sales Account Professional Highly,Dallas,1,2,0,3,BUSINESS-DEVELOPMENT
40792022.pdf.txt,Maintained,Customer Retention Satisfaction Evaluating Customer Needs,Cigna,2,2,2,6,BUSINESS-DEVELOPMENT
47067533.pdf.txt,Identify,BUSINESS DEVELOPMENT,WGU City,1,2,0,3,BUSINESS-DEVELOPMENT
59696315.pdf.txt,Problem,Business Development,Atlanta,2,2,0,4,BUSINESS-DEVELOPMENT
61677751.pdf.txt,Generate,Core Qualifications Business Development Project Management BB Sales Continuous Improvement Expert Staff Development,businesses,2,2,0,4,BUSINESS-DEVELOPMENT
65708020.pdf.txt,Davison,Account Management Analytical Problem Solver Profit Optimization Cost Efficiency Training and Development Accomplishments Grown,Business,2,2,0,4,BUSINESS-DEVELOPMENT
67501448.pdf.txt,Customer Targeting,BUSINESS DEVELOPMENT COORDINATOREVENT COORDINATOR,Turin,1,2,0,3,BUSINESS-DEVELOPMENT
76916835.pdf.txt,Jun,Highlights Excellent,Halliburton,1,2,0,3,BUSINESS-DEVELOPMENT
77576845.pdf.txt,Top Secret Skill Highlights,Business Development,Company Name City,2,0,0,2,BUSINESS-DEVELOPMENT
79759716.pdf.txt,Twitter,Skills Microsoft Word,Keynote,3,0,0,3,BUSINESS-DEVELOPMENT
80275976.pdf.txt,Leadership WorkshopDr,Highlights National,US,1,2,0,3,BUSINESS-DEVELOPMENT
81310245.pdf.txt,Bermuda,Professional Summary Top,the Cayman Islands,1,2,0,3,BUSINESS-DEVELOPMENT
82118447.pdf.txt,Skill Highlights,Professional Experience Business Development,PC,2,2,0,4,BUSINESS-DEVELOPMENT
89197180.pdf.txt,Liaison,International Sales and,Company Name City,1,2,0,3,BUSINESS-DEVELOPMENT
90629382.pdf.txt,Quickens,BUSINESS DEVELOPMENT MARKETING,US,1,2,0,3,BUSINESS-DEVELOPMENT
91467795.pdf.txt,SGW Pharma Marketing,Skills Business Development Account Management Competitive Analysis ProspectingCold Calling Knowledge of Drug Development Cycle Sales and Marketing Strategizing Market Research,Oversaw,2,2,0,4,BUSINESS-DEVELOPMENT
